"intervention","state","lga","total_cost","target_value","state_count","lga_count","intervention_type","title","currency","target","cost_per_target"
"gc","Yobe","Gujba",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Gujba",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Gujba",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Gujba",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Gujba",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Gujba",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Gujba",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Gujba",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Gulani",10992696,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Gulani",6870.435,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Gulani",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Gulani",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Gulani",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Gulani",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Gulani",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Gulani",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Gulani",20353723.4405181,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Gulani",12721.0771503238,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Jakusko",18487716,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Jakusko",11554.8225,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Jakusko",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Jakusko",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Jakusko",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Jakusko",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Jakusko",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Jakusko",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Jakusko",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Jakusko",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Karasuwa",11492364,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Karasuwa",7182.7275,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Karasuwa",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Karasuwa",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Karasuwa",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Karasuwa",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Karasuwa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Karasuwa",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Karasuwa",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Karasuwa",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Machina",10992696,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Machina",6870.435,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Machina",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Machina",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Machina",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Machina",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Machina",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Machina",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Machina",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Machina",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Nangere",22984728,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Nangere",14365.455,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Nangere",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Nangere",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Nangere",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Nangere",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Nangere",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Nangere",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Nangere",18657579.8204749,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Nangere",11660.9873877968,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Nguru",12991368,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Nguru",8119.605,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Nguru",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Nguru",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Nguru",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Nguru",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Nguru",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Nguru",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Nguru",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Nguru",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Potiskum",17988048,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Potiskum",11242.53,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Potiskum",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Potiskum",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Potiskum",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Potiskum",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Potiskum",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Potiskum",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Potiskum",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Potiskum",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Tarmua",7994688,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Tarmua",4996.68,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Tarmua",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Tarmua",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Tarmua",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Tarmua",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Tarmua",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Tarmua",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Tarmua",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Tarmua",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Yunusari",8994024,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Yunusari",5621.265,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Yunusari",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Yunusari",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Yunusari",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Yunusari",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Yunusari",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Yunusari",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Yunusari",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Yunusari",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Yobe","Yusufari",13491036,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Yobe","Yusufari",8431.8975,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Yobe","Yusufari",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Yobe","Yusufari",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Yobe","Yusufari",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Yobe","Yusufari",0,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Yobe","Yusufari",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Yobe","Yusufari",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Yobe","Yusufari",16961436.2004318,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Yobe","Yusufari",10600.8976252699,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Zamfara","Anka",21485724,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Zamfara","Anka",13428.5775,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Zamfara","Anka",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Zamfara","Anka",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Zamfara","Anka",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Zamfara","Anka",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Zamfara","Anka",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Zamfara","Anka",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Zamfara","Anka",0,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Zamfara","Anka",0,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Zamfara","Bakura",14990040,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Zamfara","Bakura",9368.775,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Zamfara","Bakura",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Zamfara","Bakura",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Zamfara","Bakura",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Zamfara","Bakura",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Zamfara","Bakura",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Zamfara","Bakura",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Zamfara","Bakura",0,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Zamfara","Bakura",0,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Zamfara","Birnin Magaji",20986056,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Zamfara","Birnin Magaji",13116.285,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Zamfara","Birnin Magaji",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Zamfara","Birnin Magaji",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Zamfara","Birnin Magaji",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Zamfara","Birnin Magaji",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Zamfara","Birnin Magaji",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Zamfara","Birnin Magaji",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Zamfara","Birnin Magaji",0,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Zamfara","Birnin Magaji",0,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Zamfara","Bukkuyum",19986720,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Zamfara","Bukkuyum",12491.7,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Zamfara","Bukkuyum",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Zamfara","Bukkuyum",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Zamfara","Bukkuyum",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Zamfara","Bukkuyum",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Zamfara","Bukkuyum",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Zamfara","Bukkuyum",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Zamfara","Bukkuyum",0,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Zamfara","Bukkuyum",0,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Zamfara","Bungudu",33977424,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Zamfara","Bungudu",21235.89,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Zamfara","Bungudu",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
"gc","Zamfara","Bungudu",900,NA,NA,NA,"Support Services","Governance & Coordination","USD","Population",NA
"me","Zamfara","Bungudu",4681778,NA,NA,NA,"Support Services","Monitoring & Evaluation","Naira","Population",NA
"me","Zamfara","Bungudu",2926.11125,NA,NA,NA,"Support Services","Monitoring & Evaluation","USD","Population",NA
"rm","Zamfara","Bungudu",NA,NA,NA,NA,"Support Services","Resource Mobilisation","Naira","Population",NA
"rm","Zamfara","Bungudu",NA,NA,NA,NA,"Support Services","Resource Mobilisation","USD","Population",NA
"ss_sbc","Zamfara","Bungudu",0,NA,NA,NA,"Support Services","Social Behaviour Change","Naira","Population",NA
"ss_sbc","Zamfara","Bungudu",0,NA,NA,NA,"Support Services","Social Behaviour Change","USD","Population",NA
"cb","Zamfara","Gummi",20486388,NA,NA,NA,"Support Services","Capacity Building","Naira","Population",NA
"cb","Zamfara","Gummi",12803.9925,NA,NA,NA,"Support Services","Capacity Building","USD","Population",NA
"gc","Zamfara","Gummi",1440000,NA,NA,NA,"Support Services","Governance & Coordination","Naira","Population",NA
