"","state","lga","intervention","intervention_mix_to_show","intervention_summary","plan","plan_description"
"4989","Delta","Ndokwa West","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4990","Delta","Ndokwa West","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4991","Delta","Ndokwa West","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4992","Delta","Ndokwa West","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4993","Delta","Ndokwa West","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4994","Delta","Ndokwa West","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4995","Delta","Ndokwa West","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4996","Delta","Ndokwa West","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4997","Delta","Okpe","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4998","Delta","Okpe","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"4999","Delta","Okpe","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5000","Delta","Okpe","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5001","Delta","Okpe","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5002","Delta","Okpe","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5003","Delta","Okpe","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5004","Delta","Okpe","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5005","Delta","Okpe","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5006","Delta","Oshimili North","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5007","Delta","Oshimili North","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5008","Delta","Oshimili North","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5009","Delta","Oshimili North","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5010","Delta","Oshimili North","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5011","Delta","Oshimili North","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5012","Delta","Oshimili North","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5013","Delta","Oshimili North","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5014","Delta","Oshimili North","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5015","Delta","Oshimili South","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5016","Delta","Oshimili South","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5017","Delta","Oshimili South","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5018","Delta","Oshimili South","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5019","Delta","Oshimili South","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5020","Delta","Oshimili South","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5021","Delta","Oshimili South","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5022","Delta","Oshimili South","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5023","Delta","Oshimili South","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5024","Delta","Patani","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5025","Delta","Patani","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5026","Delta","Patani","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5027","Delta","Patani","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5028","Delta","Patani","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5029","Delta","Patani","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5030","Delta","Patani","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5031","Delta","Patani","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5032","Delta","Patani","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5033","Delta","Sapele","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5034","Delta","Sapele","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5035","Delta","Sapele","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5036","Delta","Sapele","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5037","Delta","Sapele","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5038","Delta","Sapele","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5039","Delta","Sapele","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5040","Delta","Sapele","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5041","Delta","Sapele","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5042","Delta","Udu","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5043","Delta","Udu","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5044","Delta","Udu","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5045","Delta","Udu","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5046","Delta","Udu","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5047","Delta","Udu","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5048","Delta","Udu","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5049","Delta","Udu","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5050","Delta","Udu","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5051","Delta","Ughelli North","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5052","Delta","Ughelli North","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5053","Delta","Ughelli North","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5054","Delta","Ughelli North","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5055","Delta","Ughelli North","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5056","Delta","Ughelli North","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5057","Delta","Ughelli North","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5058","Delta","Ughelli North","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5059","Delta","Ughelli North","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5060","Delta","Ughelli South","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5061","Delta","Ughelli South","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5062","Delta","Ughelli South","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5063","Delta","Ughelli South","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5064","Delta","Ughelli South","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5065","Delta","Ughelli South","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5066","Delta","Ughelli South","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5067","Delta","Ughelli South","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5068","Delta","Ughelli South","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5069","Delta","Ukwuani","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5070","Delta","Ukwuani","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5071","Delta","Ukwuani","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5072","Delta","Ukwuani","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5073","Delta","Ukwuani","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5074","Delta","Ukwuani","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5075","Delta","Ukwuani","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5076","Delta","Ukwuani","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5077","Delta","Ukwuani","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5078","Delta","Uvwie","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5079","Delta","Uvwie","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5080","Delta","Uvwie","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5081","Delta","Uvwie","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5082","Delta","Uvwie","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5083","Delta","Uvwie","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5084","Delta","Uvwie","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5085","Delta","Uvwie","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5086","Delta","Uvwie","cm_private","CM_PRIVATE","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5087","Delta","Warri North","cm_public","CM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5088","Delta","Warri North","iptp","IPTp","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5089","Delta","Warri North","pmc","PMC","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5090","Delta","Warri North","vacc","Vaccine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5091","Delta","Warri North","irs","Targeted IRS","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5092","Delta","Warri North","lsm","Targeted LSM","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5093","Delta","Warri North","itn_campaign","ITN Campaign","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
"5094","Delta","Warri North","itn_routine","ITN Routine","CM + IPTp + PMC + Vaccine + Targeted IRS + Targeted LSM + ITN Campaign + ITN Routine","Baseline","Scenario 1 - Fully scaled up plan"
